Wind Speed (m/s),Wind Direction (°),Temperature (°C),Pitch Angle (°),Max Output (kW),Altitude (m),Latitude,Longitude
10.614422733489338,115.85790294086875,28.95161817919065,17.812625260517546,835.5807282137662,660.5967515184075,-32.05982048120213,-91.06006983139282
23.86642904742807,55.49617786512293,30.527868481329755,5.342039490065567,1939.8951208213657,1030.466594814404,-55.57549516170701,30.874548655225965
18.83586066166232,163.14242828179766,22.93722344405072,11.80405331045892,1524.573467484448,86.48206551747938,-19.682653182789068,-168.68489765221793
15.769145136531842,314.6066059626601,33.14016242521242,14.59926159201592,1292.874798276128,944.8876386318418,-46.47016271970924,60.45225949194261
5.58842873017604,205.39902778199,25.90925801917244,24.98675854467841,464.2621366078968,2314.6375248819013,60.16476561669435,-127.86794935596352
5.58787396773266,316.20081811953133,28.618767604492703,24.13112552989999,353.6201399697454,2520.9827940408454,35.58302802024892,-31.177306363314955
3.3359230798685875,70.51398662848946,16.89616542672572,25.80689987765026,267.458450264779,26.61986996226995,43.220653494817896,-64.73227461649415
21.92205135282351,60.11059452211944,27.633614017857862,6.797997252691108,1720.5841888018774,21.441114807698057,-25.043884170595177,-141.6760198280689
15.825645270093805,207.20776525143128,32.581579765243134,15.121098209532969,1345.369234642581,438.9213247530034,-89.3796542709464,28.35773478522492
18.285669289309045,166.79840455665828,18.56566456431976,13.654618303026012,1405.7726623098831,2617.731182201369,-50.55233540392833,-49.951493313444985
2.4734433688034563,237.6621509929045,29.75451869269692,27.80311821022097,102.3034205487744,1407.8341533970613,45.95367679775725,-164.16540528093407
24.30792659972587,286.0656447696414,15.508015179893093,6.623505553849748,1984.50324236395,2948.7062285039424,18.51062531414341,-20.008807833148467
21.1461807384097,270.4706264347835,33.52406033125038,8.05103795378647,1704.2848473239544,2661.994397300404,6.944069819345458,32.493193464628206
6.883799545600351,339.214022517082,34.658342320623724,23.09411209577268,557.7140768316603,2670.38434041912,-39.50641161454415,-133.05083198361928
6.181974245763314,143.37230729652416,22.083601335961887,23.753960820637182,514.8937089513274,385.4292957863104,-76.36638115433007,30.597804377976477
6.218303726628978,74.29922720934508,17.141476994306696,24.165551417942478,492.9604285116845,1425.6880476381252,51.275964642001526,-71.27131083523088
8.997571588069368,198.32855038123887,28.1715273632629,21.078438654936512,696.9048327194499,2980.7717919540564,-83.04199776095744,-86.52666970322142
14.06939792754147,39.867523268826815,15.59669028294958,18.70514688457992,1134.0981169694385,447.13269078125774,-79.35543560473329,106.3739555863566
11.934735428768663,103.98640439938733,24.64972562594373,18.862749551110085,901.8978887927116,1722.7003608545838,-36.91165758641247,-11.612998033553623
8.698270224554964,74.83969989473201,20.43558350275773,22.59946542515472,770.1088109717308,1032.8399758592543,13.128061931570471,-43.94771956717034
16.072616578614728,142.76293804694913,24.46678107905754,14.195330369027994,1253.4269150065204,1163.5744200610657,88.6007729861044,112.68806031974754
5.208358794996962,40.037967000797536,15.36551029476714,22.66479203617156,355.9733510054448,2672.3775121215035,-73.68451642941108,147.7239309388247
8.719326916310017,11.463028037315226,16.032243661414128,21.727425915631645,717.0509060179398,1763.707707576849,-4.829256131347435,-66.5698973551012
10.426322395754909,236.44584166681145,15.319516576867647,20.667063747378997,792.9238039402954,2276.329168166416,18.31559455083412,-161.85669721159866
12.489609636991826,219.68963218432972,27.38263740094228,18.901612462109632,1059.085240540306,2019.703192485723,58.15894328093759,14.658322834168615
20.059047112039316,255.00921697391803,26.20185835350417,9.870135745148104,1505.2788025128457,1587.0470717099083,34.13050472071038,77.45533326914278
6.592496989642274,237.73911849768385,19.66315997073209,21.97111650631863,444.9951129734323,2375.133596311128,55.3934843301179,31.604667934410884
13.827392083513066,41.14608521125806,27.932862578080424,15.880847924335525,1087.7836957498373,2912.198717731152,4.044421281301297,67.70007007925079
15.625535083826977,104.78839729523268,32.6841451378995,12.92182307527724,1256.7838315700517,2900.458661867359,-11.885255369286044,52.820739792908654
3.068359492559948,46.62957956412685,20.54644202052227,28.21822605692756,208.5467379119567,2368.356002980111,21.371097109563763,164.15816732282792
15.973531593733082,303.47006473748274,31.63987615757975,14.47746776322423,1264.8050126684486,1461.989267247687,72.15674570663921,131.7304726654508
5.922054844807706,268.8853159279884,28.250182720043632,23.56444353782509,560.3135503135269,489.4768775736038,9.152489188996045,-132.5363319320847
3.496186638661429,72.54972105056727,15.676408863459663,27.24531448567572,244.6909254116556,133.41152691568325,19.006761454511533,-17.062603904382684
23.824367356826663,122.87132657636162,22.50299791658869,7.640496926998304,1825.7902885415829,694.3349050978322,-29.164292421747447,-16.28331923125174
24.209536760714865,347.9813972151171,25.155144317180344,6.57028211558242,1925.4524574455484,1020.7739987926304,17.30186019897461,-15.719864234292745
20.593139006678605,213.89736883667453,29.633983799094427,11.402854375690096,1591.1268002932432,389.548847754158,22.99754210696108,155.0534216793405
9.006116690987525,288.4160150284166,20.74261116506834,20.106739182223837,749.3557330949774,674.2959888373566,45.61658748688447,-62.21056906605527
4.246458622146829,95.2527725167425,34.654602097158644,26.725775908110517,364.6265006867466,250.63639368265223,12.991805102336158,41.13829338558276
17.73735960977961,75.61905126454988,28.690794810101718,10.800350226250824,1412.5692449533217,1571.0309161889363,-54.44094696027764,142.67284080022932
12.12350735601083,282.21009438475744,22.45627354328721,19.76822307215595,988.9478449339192,378.9545735206411,14.746695166043438,-161.80608492050305
4.806879401429913,246.91408388331843,16.94050078154224,25.920352460630976,331.1494151989273,2228.305889768864,-36.38314636625654,136.27943019996445
13.389068932559214,245.15205451623493,18.6273552054162,16.2350575835202,1118.5413229350163,997.949334432248,-74.28159089248686,95.3852393351376
2.790935985650023,198.9484494585098,24.75215520110313,26.052823066553263,194.95201270431596,2016.1881426336936,58.577963662775005,-105.16593887679686
22.914369247811987,202.8882033995576,24.893907099167336,6.541594223971072,1917.4238497369824,2647.558305241153,-78.10701969147807,-62.81593392203463
7.951939576800389,264.8511019102514,30.35437529642707,21.787143830305777,620.1171550293266,258.0496276110312,23.7065823047041,-68.18877103775324
17.238012540141586,97.2008932036303,29.523532511445048,12.975063128324486,1356.7650512505477,2967.002362238132,87.92903033990584,-100.32965827597332
9.169354750056453,126.99664770850409,19.025460770356347,20.8119691058959,723.8502606496506,1935.730027100206,-74.22854913485824,49.86769392836285
13.96156448708965,313.7892373872198,26.8991324111653,15.402349029493031,1146.4004731410698,160.09780630996772,-50.37626808847557,173.8181879052238
14.574336424895431,111.1914723643768,15.412436014857766,16.58050306987393,1238.463618440154,942.0066957785008,46.94475827420053,-120.01975435298914
6.251652477087122,196.6714456965477,22.970947987686667,22.0479855189298,518.0984989520912,2658.735446824369,-72.55905629699276,-96.4120106090324
24.30044643858485,252.95020704240628,30.28210481143212,6.26849193773389,2000.0,1788.7008131186935,59.89050458832628,-75.46531260663839
19.828054937305637,359.9729376599436,22.990171865743328,10.354112487789932,1545.4348472509707,861.6671017347454,-89.95137797578899,157.52557832643896
23.60847565597635,156.7048793383195,31.711924796028484,6.380298499010568,1878.797339017964,2821.4837531955422,70.19052129933795,45.29577080725477
